year,round_of,winning_team_name,winning_team_seed,winning_team_score,losing_team_name,losing_team_seed,losing_team_score
2005,64,Pacific,8,79,Pittsburgh,9,71
2005,64,Georgia Tech,5,80,George Washington,12,68
2005,64,Louisville,4,68,Louisiana-Lafayette,13,62
2005,64,Texas Tech,6,78,UCLA,11,66
2005,64,Gonzaga,3,74,Winthrop,14,64
2005,64,West Virginia,7,63,Creighton,10,61
2005,64,Wake Forest,2,70,UT-Chattanooga,15,54
2005,32,Washington,1,97,Pacific,8,79
2005,32,Louisville,4,76,Georgia Tech,5,54
2005,32,Texas Tech,6,71,Gonzaga,3,69
2005,32,West Virginia,7,111,Wake Forest,2,105
2005,16,Louisville,4,93,Washington,1,79
2005,16,West Virginia,7,65,Texas Tech,6,60
2005,8,Louisville,4,93,West Virginia,7,85
2005,64,North Carolina,1,96,Oakland,16,68
2005,64,Iowa State,9,64,Minnesota,8,53
2005,64,Villanova,5,55,New Mexico,12,47
2005,64,Florida,4,67,Ohio,13,62
2005,64,Wisconsin,6,57,Northern Iowa,11,52
2005,64,Bucknell,14,64,Kansas,3,63
2005,64,NC State,10,75,Charlotte,7,63
2005,64,Connecticut,2,77,UCF,15,71
2005,32,North Carolina,1,92,Iowa State,9,65
2005,32,Villanova,5,76,Florida,4,65
2005,32,Wisconsin,6,71,Bucknell,14,62
2005,32,NC State,10,65,Connecticut,2,62
2005,16,North Carolina,1,67,Villanova,5,66
2005,16,Wisconsin,6,65,NC State,10,56
2005,8,North Carolina,1,88,Wisconsin,6,82
2005,64,Duke,1,57,Delaware State,16,46
2005,64,Mississippi State,9,93,Stanford,8,70
2005,64,Michigan State,5,89,Old Dominion,12,81
2005,64,Vermont,13,60,Syracuse,4,57
2005,64,Utah,6,60,UTEP,11,54
2005,64,Oklahoma,3,84,Niagara,14,67
2005,64,Cincinnati,7,76,Iowa,10,64
2005,64,Kentucky,2,72,Eastern Kentucky,15,64
2005,32,Duke,1,63,Mississippi State,9,55
2005,32,Michigan State,5,72,Vermont,13,61
2005,32,Utah,6,67,Oklahoma,3,58
2005,32,Kentucky,2,69,Cincinnati,7,60
2005,16,Michigan State,5,78,Duke,1,68
2005,16,Kentucky,2,62,Utah,6,52
2005,8,Michigan State,5,94,Kentucky,2,88
2005,4,Illinois,1,72,Louisville,4,57
2005,4,North Carolina,1,87,Michigan State,5,71
2005,2,North Carolina,1,75,Illinois,1,70
2004,64,Saint Joseph's,1,82,Liberty,16,63
2004,64,Texas Tech,8,76,Charlotte,9,73
2004,64,Manhattan,12,75,Florida,5,60
2004,64,Wake Forest,4,79,VCU,13,78
2004,64,Wisconsin,6,76,Richmond,11,64
2004,64,Pittsburgh,3,53,Central Florida,14,44
2004,64,Memphis,7,59,South Carolina,10,43
2004,64,Oklahoma State,2,75,Eastern Washington,15,56
2004,32,Saint Joseph's,1,70,Texas Tech,8,65
2004,32,Wake Forest,4,84,Manhattan,12,80
2004,32,Pittsburgh,3,59,Wisconsin,6,55
2004,32,Oklahoma State,2,70,Memphis,7,53
2004,16,Saint Joseph's,1,84,Wake Forest,4,80
2004,16,Oklahoma State,2,63,Pittsburgh,3,51
2004,8,Oklahoma State,2,64,Saint Joseph's,1,62
2004,64,Kentucky,1,96,Florida A&M,16,76
2004,64,UAB,9,102,Washington,8,100
2004,64,Pacific,12,66,Providence,5,58
2004,64,Kansas,4,78,UIC,13,53
2004,64,Boston College,6,58,Utah,11,51
2004,64,Georgia Tech,3,65,Northern Iowa,14,60
2004,64,Nevada,10,72,Michigan State,7,66
2004,64,Gonzaga,2,76,Valparaiso,15,49
2004,32,UAB,9,76,Kentucky,1,75
2004,32,Kansas,4,78,Pacific,12,63
2004,32,Georgia Tech,3,57,Boston College,6,54
2004,32,Nevada,10,91,Gonzaga,2,72
2004,16,Kansas,4,100,UAB,9,74
2004,16,Georgia Tech,3,72,Nevada,10,67
2004,8,Georgia Tech,3,79,Kansas,4,71
2004,64,Duke,1,96,Alabama State,16,61
2004,64,Seton Hall,8,80,Arizona,9,76
2004,64,Illinois,5,72,Murray State,12,53
2004,64,Cincinnati,4,80,East Tennessee State,13,77
2004,64,North Carolina,6,63,Air Force,11,52
2004,64,Texas,3,66,Princeton,14,49
2004,64,Xavier,7,80,Louisville,10,70
2004,64,Mississippi State,2,85,Monmouth,15,52
2004,32,Duke,1,90,Seton Hall,8,62
2004,32,Illinois,5,92,Cincinnati,4,68
2004,32,Texas,3,78,North Carolina,6,75
2004,32,Xavier,7,89,Mississippi State,2,74
2004,16,Duke,1,72,Illinois,5,62
2004,16,Xavier,7,79,Texas,3,71
2004,8,Duke,1,66,Xavier,7,63
2004,64,Stanford,1,71,UTSA,16,45
2004,64,Alabama,8,65,Southern Illinois,9,64
2004,64,Syracuse,5,80,BYU,12,75
2004,64,Maryland,4,86,UTEP,13,83
2004,64,Vanderbilt,6,71,Western Michigan,11,58
2004,64,NC State,3,61,Louisiana–Lafayette,14,52
2004,64,DePaul,7,76,Dayton,10,69
2004,64,Connecticut,2,70,Vermont,15,53
2004,32,Alabama,8,70,Stanford,1,67
2004,32,Syracuse,5,72,Maryland,4,70
2004,32,Vanderbilt,6,75,North Carolina State,3,73
2004,32,Connecticut,2,72,DePaul,7,55
2004,16,Alabama,8,80,Syracuse,5,71
2004,16,Connecticut,2,73,Vanderbilt,6,53
2004,8,Connecticut,2,87,Alabama,8,71
2004,4,Georgia Tech,3,67,Oklahoma State,2,65
2004,4,Connecticut,2,79,Duke,1,78
2004,2,Connecticut,2,82,Georgia Tech,3,73
2003,64,Oklahoma,1,71,South Carolina State,16,54
2003,64,California,8,76,NC State,9,74
2003,64,Butler,12,47,Mississippi St,5,46
2003,64,Louisville,4,86,Austin Peay,13,64
2003,64,Oklahoma State,6,77,Pennsylvania,11,63
2003,64,Syracuse,3,76,Manhattan,14,65
2003,64,Auburn,10,65,Saint Joseph's,7,63
2003,64,Wake Forest,2,76,East Tennessee State,15,73
2003,32,Oklahoma,1,74,California,8,65
2003,32,Butler,12,79,Louisville,4,71
2003,32,Syracuse,3,68,Oklahoma State,6,56
2003,32,Auburn,10,68,Wake Forest,2,62
2003,16,Oklahoma,1,65,Butler,12,54
2003,16,Syracuse,3,79,Auburn,10,78
2003,8,Syracuse,3,63,Oklahoma,1,47
2003,64,Texas,1,82,UNC Asheville,16,61
2003,64,Purdue,9,80,LSU,8,56
2003,64,Connecticut,5,58,BYU,12,53
2003,64,Stanford,4,77,San Diego,13,69
2003,64,Maryland,6,75,UNC Wilmington,11,73
2003,64,Xavier,3,71,Troy State,14,59
2003,64,Michigan State,7,79,Colorado,10,64
2003,64,Florida,2,85,Sam Houston State,15,55
2003,32,Texas,1,77,Purdue,9,67
2003,32,Connecticut,5,85,Stanford,4,74
2003,32,Maryland,6,77,Xavier,3,64
2003,32,Michigan State,7,68,Florida,2,46
2003,16,Texas,1,82,Connecticut,5,78
2003,16,Michigan State,7,60,Maryland,6,58
2003,8,Texas,1,85,Michigan State,7,76
2003,64,Kentucky,1,95,IUPUI,16,64
2003,64,Utah,9,60,Oregon,8,58
2003,64,Wisconsin,5,81,Weber State,12,74
2003,64,Tulsa,13,84,Dayton,4,71
2003,64,Missouri,6,72,Southern Illinois,11,71
2003,64,Marquette,3,72,Holy Cross,14,68
2003,64,Indiana,7,67,Alabama,10,62
2003,64,Pittsburgh,2,87,Wagner,15,61
2003,32,Kentucky,1,74,Utah,9,54
2003,32,Wisconsin,5,61,Tulsa,13,60
2003,32,Marquette,3,101,Missouri,6,92
2003,32,Pittsburgh,2,74,Indiana,7,52
2003,16,Kentucky,1,63,Wisconsin,5,57
2003,16,Marquette,3,77,Pittsburgh,2,74
2003,8,Marquette,3,83,Kentucky,1,69
2003,64,Arizona,1,80,Vermont,16,51
2003,64,Gonzaga,9,74,Cincinnati,8,69
2003,64,Notre Dame,5,70,Milwaukee,12,69
2003,64,Illinois,4,65,Western Kentucky,13,60
2003,64,Central Michigan,11,79,Creighton,6,73
2003,64,Duke,3,67,Colorado State,14,57
2003,64,Arizona State,10,84,Memphis,7,71
2003,64,Kansas,2,64,Utah State,15,61
2003,32,Arizona,1,96,Gonzaga,9,95
2003,32,Notre Dame,5,68,Illinois,4,60
2003,32,Duke,3,68,Central Michigan,11,60
2003,32,Kansas,2,108,Arizona State,10,76
2003,16,Arizona,1,88,Notre Dame,5,71
2003,16,Kansas,2,69,Duke,3,65
2003,8,Kansas,2,78,Arizona,1,75
2003,4,Syracuse,3,95,Texas,1,84
2003,4,Kansas,2,94,Marquette,3,61
2003,2,Syracuse,3,81,Kansas,2,78
2002,64,Maryland,1,85,Siena,16,70
2002,64,Wisconsin,8,80,St. John's,9,70
2002,64,Tulsa,12,71,Marquette,5,69
2002,64,Kentucky,4,83,Valparaiso,13,68
2002,64,Southern Illinois,11,76,Texas Tech,6,68
2002,64,Georgia,3,85,Murray State,14,68
2002,64,NC State,7,69,Michigan State,10,58
2002,64,Connecticut,2,78,Hampton,15,67
2002,32,Maryland,1,87,Wisconsin,8,57
2002,32,Kentucky,4,87,Tulsa,12,82
2002,32,Southern Illinois,11,77,Georgia,3,75
2002,32,Connecticut,2,77,NC State,7,74
2002,16,Maryland,1,78,Kentucky,4,68
2002,16,Connecticut,2,71,Southern Illinois,11,59
2002,8,Maryland,1,90,Connecticut,2,82
2002,64,Kansas,1,70,Holy Cross,16,59
2002,64,Stanford,8,84,Western Kentucky,9,68
2002,64,Creighton,12,83,Florida,5,82
2002,64,Illinois,4,93,San Diego State,13,64
2002,64,Texas,6,70,Boston College,11,57
2002,64,Mississippi State,3,70,McNeese State,14,58
2002,64,Wake Forest,7,83,Pepperdine,10,74
2002,64,Oregon,2,81,Montana,15,62
2002,32,Kansas,1,86,Stanford,8,63
2002,32,Illinois,4,72,Creighton,12,60
2002,32,Texas,6,68,Mississippi State,3,64
2002,32,Oregon,2,92,Wake Forest,7,87
2002,16,Kansas,1,73,Illinois,4,69
2002,16,Oregon,2,72,Texas,6,70
2002,8,Kansas,1,104,Oregon,2,86
2002,64,Duke,1,84,Winthrop,16,37
2002,64,Notre Dame,8,82,Charlotte,9,63
2002,64,Indiana,5,75,Utah,12,56
2002,64,UNC Wilmington,13,93,USC,4,89
2002,64,California,6,82,Pennsylvania,11,75
2002,64,Pittsburgh,3,71,Central Connecticut State,14,54
2002,64,Kent State,10,69,Oklahoma State,7,61
2002,64,Alabama,2,86,Florida Atlantic,15,78
2002,32,Duke,1,84,Notre Dame,8,77
2002,32,Indiana,5,76,UNC Wilmington,13,67
2002,32,Pittsburgh,3,63,California,6,50
2002,32,Kent State,10,71,Alabama,2,58
2002,16,Indiana,5,74,Duke,1,73
2002,16,Kent State,10,78,Pittsburgh,3,73
2002,8,Indiana,5,81,Kent State,10,69
2002,64,Cincinnati,1,90,Boston University,16,52
2002,64,UCLA,8,80,Ole Miss,9,58
2002,64,Missouri,12,93,Miami (FL),5,80
2002,64,,4,69,Davidson,13,64
2002,64,Wyoming,11,73,Gonzaga,6,66
2002,64,Arizona,3,86,UC-Santa Barbara,14,81
2002,64,Xavier,7,70,Hawaii,10,58
2002,64,Oklahoma,2,71,Illinois-Chicago,15,63
2002,32,UCLA,8,105,Cincinnati,1,101
2002,32,Missouri,12,83,,4,67
2002,32,Arizona,3,68,Wyoming,11,60
